链接,等级,亮点,出售剩余时间,公示期截止时间,门派,综合实力,人物评分,召唤灵评分,装备评分,历史门派,历史角色,昵称,造型,仙玉数,总金币数,月饼粽子食用量,气血上限,物理伤害,法术伤害,速度,物理防御,法术防御,治疗强度,魔法上限,物理暴击,法术暴击,物理抗暴,法术抗暴,封印命中,抵抗封印,物理暴击伤害,法术暴击伤害,物理抵抗,法术抵抗,气血恢复效果,当前加点方案,永久助战,成就点数,称谓
链接,等级,亮点,出售剩余时间,公示期截止时间,门派,综合实力,人物评分,召唤灵评分,装备评分,历史门派,历史角色,昵称,造型,仙玉数,总金币数,月饼粽子食用量,气血上限,物理伤害,法术伤害,速度,物理防御,法术防御,治疗强度,魔法上限,物理暴击,法术暴击,物理抗暴,法术抗暴,封印命中,抵抗封印,物理暴击伤害,法术暴击伤害,物理抵抗,法术抵抗,气血恢复效果,当前加点方案,永久助战,成就点数,称谓
"https://my-oppo.cbg.163.com/cgi/mweb/equip/370/202311100901716-370-NCGGTC5VHN6L?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701023114575lqy9k&tag=user",115,       同价位超越98.85%角色            门派排名第4名     双蓝装备x3满11段神兽x29红神宠特技x3逆满法宝x1,13天8时,,狮驼岭,58854,29890,28964,10214,月宫，大唐官府，狮驼岭，花果山,神天兵，漠少君，杀破狼，剑侠客，龙太子,最爱文雅宝贝,杀破狼,22,"160,413",54,5948,2737,614,1074,1082,1291,309,2448,5%,0%,0%,0%,21,2313,28,0,27,0,37,体质：115魔力：115力量：744耐力：115敏捷：115,孙悟空（⭐ ⭐ ⭐ ）、酒肉和尚（⭐ ⭐ ⭐ ）、唐僧（⭐ ⭐ ）、阎罗王（⭐ ）、北海龙子（⭐ ）、李天王（⭐ ）、青狮王（天地）、法明长老（天地）、孙婆婆（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、大当家（天地）、观音菩萨（天地）、猪八戒（天地）、铁扇公主（天地）、蝎子精（天地）、九灵元圣（天地）、菩提老祖（天地）、金角大王（天地）、惠岸行者（天地）、空度禅师（天地）、大鹏王（天地）、西海龙王（天）、银角大王（天）、司药御侍（天）、星宿神君（天）、杨戬（天）、白无常（天）、黑无常（天）、沙和尚（天）、牛魔王（天）、北海龙王（天）、地藏菩萨（天）、飞霞（天）、黄眉（天）、玉面狐狸（天）、白象王（天）、黄袍怪、汤圆、百花羞,1316,江湖小虾、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·百战、剑会群雄·显赫、剑会群雄·勇者一级、剑会群雄·助人为乐、三界妖将、竞技场·助人为乐、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、狮驼英才高手、竞技场·嗜血、神威狮驼英才高手、八斗之才、梦幻迷城·精英一级、精灵小助手·窥径、循循善诱
"https://my-oppo.cbg.163.com/cgi/mweb/equip/392/202311131701716-392-TYZV4IZH4BTK?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701023114575lqy9k&tag=user",115,       同价位超越99.30%角色            门派排名第3名     石破天惊·四件(4/4)满11段神兽x19红神宠满阶门派法宝满级阵法x1,12天16时,,狮驼岭,59210,30679,28531,10883,狮驼岭，花果山，月宫，普陀山，大唐官府,杀破狼，龙太子，漠少君,吃俺一棒、,杀破狼,31,"97,686",53,6206,2731,635,1176,1114,1298,240,2253,4%,0%,0%,0%,0,2336,52,0,0,0,0,体质：116魔力：115力量：741耐力：115敏捷：116,黄袍怪（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、铁扇公主（天地）、惠岸行者（天地）、红孩儿（天地）、阎罗王（天）、蝎子精（天）、猪八戒（天）、孙悟空（天）、万圣公主（天）、菩提老祖（天）、西海龙王（天）、汤圆（天）、金箍棒灵（天）、青莲仙女（天）、百花羞（天）、牛魔王（天）、小白龙（天）、空度禅师（天）、飞霞（天）、星宿神君（天）、太白金星,1222,擂台争霸·幕后英雄、竞技场·百胜、剑会群雄·救死扶伤、绝世奇才、竞技场·百战、剑会群雄·勇者二级、百兽统领、剑会群雄·助人为乐、剑会群雄·钦佩、竞技场·助人为乐、梦幻迷城·新秀二级、地煞·履水吐焰、擂台争霸·战将、剑会群雄·百胜、狮驼英才高手、竞技场·嗜血、神威狮驼英才高手、八斗之才、剑会群雄·小试牛刀、精灵小助手·窥径
"https://my-vivo.cbg.163.com/cgi/mweb/equip/360/202311210601716-360-9HSNBS3SIMJO?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701022637829zgMHS&tag=user",115,       同价位超越97.01%角色     双蓝装备x1石破天惊·四件(4/4)神兽x18红神宠特技x3逆满法宝x1,,27/11/2023 06:26,花果山,61053,31251,29802,10976,大唐官府，花果山，月宫,剑侠客，飞燕女，玄彩娥,笑～笑,梦灵珑(仙族),25,"251,322",54,5407,2718,568,1052,1302,1509,235,2622,4%,0%,0%,0%,17,2333,56,0,0,0,0,体质：117魔力：116力量：732耐力：119敏捷：120,孙悟空（⭐ ）、唐僧（⭐ ）、九灵元圣（⭐ ）、地藏菩萨（⭐ ）、酒肉和尚（⭐ ）、飞霞（⭐ ）、老鼠精（⭐ ）、大鹏王（⭐ ）、李天王（⭐ ）、阎罗王（天地）、猪八戒（天地）、蝎子精（天地）、铁扇公主（天地）、青狮王（天地）、北海龙子（天地）、万圣公主（天地）、菩提老祖（天地）、黄袍怪（天地）、西海龙王（天地）、汤圆（天地）、嫦娥（天地）、法明长老（天地）、百花羞（天地）、牛魔王（天地）、惠岸行者（天地）、空度禅师（天地）、小白龙（天地）、杨戬（天地）、大当家（天地）、星宿神君（天）,1315,梦幻卡牌·初学乍练、剑会群雄·钦佩、地煞·履水吐焰、为人师表、竞技场·嗜血、如鱼水·浪里白条、竞技场·百胜、考古者·古迹烟尘、竞技场·百战、剑会群雄·精英三级、明日之星、剑会群雄·助人为乐、历劫英娥、梦幻迷城·新秀三级、竞技场·助人为乐、精灵小助手·小成、剑会群雄·百胜、八斗之才、剑会群雄·小试牛刀、亿万热爱·青春梦幻
"https://my-vivo.cbg.163.com/cgi/mweb/equip/367/202310171901716-367-FIT5OEXCRWEA?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701022637829zgMHS&tag=user",115,       同价位超越98.39%角色            门派排名第13名     双蓝装备x1满11段9红神宠特技x4逆满法宝x1满阶门派法宝,7天17时,,花果山,61609,32531,29078,11956,狮驼岭，花果山，月宫,杀破狼,缘、魂起龙泉,龙太子,6,"82,076",54,5323,2926,614,1109,1239,1450,286,2716,3%,0%,0%,0%,0,2300,0,0,54,51,0,体质：115魔力：115力量：742耐力：117敏捷：115,九灵元圣（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、老鼠精（⭐ ⭐ ）、酒肉和尚（⭐ ⭐ ）、阎罗王（⭐ ）、法明长老（⭐ ）、观音菩萨（⭐ ）、唐僧（⭐ ）、菩提老祖（⭐ ）、空度禅师（⭐ ）、孙悟空（天地）、蝎子精（天地）、惠岸行者（天地）、青狮王（天）、杏林仙（天）、北海龙子（天）、万圣公主（天）、黄袍怪（天）、西海龙王（天）、哪吒（天）、镇元子（天）、孙婆婆（天）、司药御侍（天）、小白龙（天）、红孩儿（天）、大当家（天）、李天王（天）、九头虫（天）、铁扇公主（天）、猪八戒（天）、牛魔王（天）、金角大王（天）、北海龙王（天）、地藏菩萨（天）、玉兔精、嫦娥、汤圆、银角大王、青莲仙女、情丝娘子、星宿神君、白无常、杨戬、黑无常、北海龙女、沙和尚、百花羞、太白金星、飞霞、黄眉、玉面狐狸、白象王,1501,瑶池蜃境·1层通关、渔家乐·在水一方、剑会群雄·精英一级、剑会群雄·显赫、为人师表、地煞·履水吐焰、剑会群雄·嗜血、竞技场·嗜血、鹤鸣九皋、渔家傲·愿者上钩、精灵小助手·窥径、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·百战、考古者·墨色陈香、明日之星、剑会群雄·助人为乐、临江仙·逍遥渔父、梦幻迷城·新秀三级、竞技场·助人为乐、剑会群雄·百胜、定风波·河豚克星、搅海帅首
"https://my-oppo.cbg.163.com/cgi/mweb/equip/340/202311101501716-340-DD32N0NGGSZC?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701023114575lqy9k&tag=user",115,       同价位超越82.91%角色     满11段神兽x18红神宠特技x2逆满法宝x2满阶门派法宝,3天13时,,花果山,63209,31667,31542,10919,大唐官府，月宫，花果山,剑侠客，龙太子,平淡是真╭,龙太子,27,"314,984",54,5653,2863,594,1162,1105,1413,276,2676,3%,0%,0%,0%,0,2346,53,0,0,0,16,体质：115魔力：115力量：743耐力：115敏捷：116,孙悟空（⭐ ⭐ ⭐ ）、李天王（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、酒肉和尚（⭐ ⭐ ）、阎罗王（⭐ ）、观音菩萨（⭐ ）、青狮王（⭐ ）、唐僧（⭐ ）、菩提老祖（⭐ ）、黄袍怪（⭐ ）、九头虫（天地）、蝎子精（天地）、铁扇公主（天地）、北海龙子（天地）、万圣公主（天地）、九灵元圣（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、百花羞（天地）、牛魔王（天地）、惠岸行者（天地）、太白金星（天地）、孙婆婆（天地）、星宿神君（天地）、老鼠精（天地）、杨戬（天地）、红孩儿（天地）、大当家（天地）,1614,海底蜃境·1层通关、竞技场·千战、江湖小虾、七星地煞·举火燎天、渔家乐·在水一方、剑会群雄·勇者一级、梦幻竞猜·见时知几、剑会群雄·崇拜、剑会群雄·嗜血、竞技场·嗜血、鹤鸣九皋、渔家傲·愿者上钩、竞技场·救死扶伤、竞技场·百胜、剑会群雄·救死扶伤、精灵小助手·出众、诲人不倦、剑会群雄·助人为乐、临江仙·逍遥渔父、竞技场·助人为乐、剑会群雄·百胜、梦幻迷城·先锋一级、定风波·河豚克星、搅海帅首、亿万热爱·青春梦幻
"https://my-vivo.cbg.163.com/cgi/mweb/equip/367/202310171901716-367-VHBXJWTEECHC?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701022637829zgMHS&tag=user",115,       同价位超越96.93%角色     满11段8红神宠特技x1满阶门派法宝满阶乾坤一脉满级阵法x2,9天14时,,花果山,56956,29038,27918,10088,方寸山，月宫，大唐官府，狮驼岭，龙宫，花果山,剑侠客，龙太子，漠少君，杀破狼，羽灵神，虎头怪,璑珂取玳。,龙太子,0,"1,598,913",48,5251,2854,560,1193,1088,1440,293,2591,3%,0%,0%,0%,0,2323,60,29,0,25,35,体质：115魔力：115力量：738耐力：115敏捷：115,铁扇公主（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、孙悟空（⭐ ）、杏林仙（天地）、万圣公主（天地）、北海龙子（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、镇元子（天地）、孙婆婆（天地）、司药御侍（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、观音菩萨（天地）、蝎子精（天地）、猪八戒（天地）、唐僧（天地）、菩提老祖（天地）、金箍棒灵（天地）、牛魔王（天地）、惠岸行者（天地）、北海龙王（天地）、太白金星（天地）、飞霞（天地）、阎罗王（天）、青莲仙女（天）、星宿神君（天）、白无常（天）、九灵元圣（天）、沙和尚（天）、百花羞（天）、空度禅师（天）,1206,剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、九黎·扬名五洲、剑会群雄·精英一级、竞技场·百战、敦煌贵客、九黎·三韬六略、明日之星、剑会群雄·助人为乐、剑会群雄·钦佩、梦幻迷城·新秀二级、地煞·履水吐焰、擂台争霸·战将、剑会群雄·百胜、为人师表、竞技场·嗜血、八斗之才、剑会群雄·小试牛刀、搅海帅首、精灵小助手·窥径
"https://my-vivo.cbg.163.com/cgi/mweb/equip/328/202311031501716-328-N1EBA9TJTKB9?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701022637829zgMHS&tag=user",115,       同价位超越97.75%角色            风尚排名第34名     双蓝装备x1石破天惊·四件(4/4)神兽x4特技x1逆满法宝x2满阶门派法宝,10天13时,,花果山,54196,29689,24507,10202,魔王寨，小雷音，龙宫，阴曹地府，月宫，花果山,骨精灵，喵千岁，玄彩娥，梦灵珑(仙族)，狐美人，龙太子,陳开心ヽ,玄彩娥,5,"3,801",54,5281,2679,578,1203,1057,1206,225,2410,3%,0%,0%,0%,17,2312,59,0,0,28,17,体质：115魔力：115力量：661耐力：115敏捷：198,唐僧（⭐ ⭐ ⭐ ）、李天王（⭐ ）、酒肉和尚（⭐ ）、阎罗王（天地）、青狮王（天地）、孙悟空（天地）、杏林仙（天地）、北海龙子（天地）、万圣公主（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、哪吒（天地）、孙婆婆（天地）、司药御侍（天地）、小白龙（天地）、老鼠精（天地）、白无常（天地）、红孩儿（天地）、观音菩萨（天地）、猪八戒（天地）、铁扇公主（天地）、蝎子精（天地）、九灵元圣（天地）、菩提老祖（天地）、沙和尚（天地）、牛魔王（天地）、百花羞（天地）、惠岸行者（天地）、太白金星（天地）、空度禅师（天地）、飞霞（天地）、白象王（天地）、大鹏王（天地）、玉兔精（天）、星宿神君（天）,1585,竞技场·百胜、九黎·扬名五洲、考古者·古迹烟尘、摸鱼儿·初涉垂钓、九黎·号令四方、渔家乐·在水一方、竞技场·百战、九黎·三韬六略、剑会群雄·十胜、剑会群雄·勇者二级、武神坛·战将、九黎·七星连珠、明日之星、剑会群雄·助人为乐、剑会群雄·钦佩、历劫英娥、精灵小助手·小成、六星地煞·移山覆海、梦幻迷城·先锋一级、为人师表、竞技场·嗜血、剑会群雄·小试牛刀、鹤鸣九皋、擂台争霸·无双
"https://my-vivo.cbg.163.com/cgi/mweb/equip/380/202311051301716-380-31ERHEYBS9LJ?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701022637829zgMHS&tag=user",115,       同价位超越84.95%角色     石破天惊·四件(4/4)10红神宠特技x3满阶门派法宝满级阵法x1,12天11时,,花果山,60034,30549,29485,10973,化生寺，方寸山，魔王寨，月宫，狮驼岭，大唐官府，阴曹地府，普陀山，小雷音，女儿村，花果山,逍遥生，巨魔王，龙太子，剑侠客，虎头怪，杀破狼，巫蛮儿，飞燕女，梦灵珑(仙族)，梦灵珑(魔族)，喵千岁,逍遥哥哥丶,龙太子,204,"70,531",54,5134,2759,504,1117,1117,1392,274,2298,2%,0%,0%,0%,11,2328,31,0,0,0,0,体质：115魔力：115力量：742耐力：115敏捷：117,铁扇公主（天地）、红孩儿（天地）、大鹏王（天地）、孙悟空（天）、法明长老（天）、北海龙女（地）、百花羞（天）、牛魔王（天）、惠岸行者（天）、小白龙（天）、杏林仙、西海龙王、孙婆婆、司药御侍、星宿神君、老鼠精,1445,渔家乐·在水一方、武林高手、为人师表、擂台争霸·战将、地煞·履水吐焰、如鱼水·浪里白条、福地戍卫、精灵小助手·窥径、永夜同归、剑会群雄·封印有术、剑会群雄·战将一级、剑会群雄·救死扶伤、考古者·古迹烟尘、剑会群雄·十胜、剑会群雄·助人为乐、梦幻迷城·先锋一级、八斗之才、剑会群雄·扬名、剑会群雄·小试牛刀
"https://my-vivo.cbg.163.com/cgi/mweb/equip/421/202311120901716-421-RY3QCPRSXZQP?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1701022637829zgMHS&tag=user",115,       同价位超越88.34%角色            门派排名第6名     满11段神兽x3特技x2满阶门派法宝,5天7时,,大唐官府,57429,28758,28671,10344,大唐官府，月宫，小雷音，花果山,剑侠客，羽灵神，杀破狼，巨魔王,巽泽ㄓ先生,越星河,4,"199,982",48,5222,2750,605,1169,1277,1330,232,2133,2%,0%,0%,0%,18,2300,0,57,0,26,0,体质：116魔力：116力量：733耐力：116敏捷：117,镇元子（天地）、小白龙（天地）、观音菩萨（天地）、唐僧（天地）、阎罗王（天）、杏林仙（天）、西海龙王（天）、汤圆（天）、红孩儿（天）、惠岸行者（天）、星宿神君、百花羞,971,飞骑御使、江湖小虾、摸鱼儿·初涉垂钓、竞技场·小试牛刀、倚马七纸、剑会群雄·十胜、梦幻迷城·新秀二级、地煞·履水吐焰、剑会群雄·敬重、剑会群雄·小试牛刀、竞技场·十胜、剑会群雄·先锋三级、精灵小助手·窥径、亿万热爱·青春梦幻
